Video ID,Video Text Create Timestamp,Video Description Text Segments 1,Video Description Text Segments 2,Video Description Text Segments 3,Video Description Text Segments 4,Video Description Text Segments 5,Video Description Text Segments 6,Video Description Text Segments 7,Video Description Text Segments 8,Video Description Text Segments 9,Video Description Text Segments 10,Video Description Text Segments 11,Video Description Text Segments 12,Video Description Text Segments 13,Video Description Text Segments 14,Video Description Text Segments 15,Video Description Text Segments 16,Video Description Text Segments 17,Video Title Text Segments 1,Video Title Text Segments 2,Video Title Text Segments 3,Video Title Text Segments 4,Video Title Text Segments 5,Video Title Text Segments 6,Video Text Update Timestamp
Ets4XiIEx08,2024-12-07T17:25:09.901979+00:00,,,,,,,,,,,,,,,,,,TravelinTrav,,,,,,2024-12-07T17:25:09.901979+00:00
xBVJgpbB0wU,2024-12-08T09:13:59.5779+00:00,,,,,,,,,,,,,,,,,,Loop Pedal Autumn Leaves,,,,,,2024-12-08T09:13:59.5779+00:00
0LXlkn8FApc,2024-12-08T13:33:55.829655+00:00,,,,,,,,,,,,,,,,,,"Loop Pedal, Walking Bass Line: Old Landmark | How to snap on 2 & 4",,,,,,2024-12-13T20:49:21.195596+00:00
dxTy1iwHM_0,2024-12-09T23:07:35.596276+00:00,,,,,,,,,,,,,,,,,,How to Improvise with Pentatonic Scales,,,,,,2024-12-09T23:07:35.596276+00:00
f5_1LA-B-_k,2024-12-10T02:21:34.837475+00:00,,,,,,,,,,,,,,,,,,TravelinTrav Recordings Playlist,,,,,,2024-12-10T02:21:34.837475+00:00
47ZY_fmkVRw,2024-12-10T19:48:32.678425+00:00,,,,,,,,,,,,,,,,,,Adam Lau: HeadphoneWorld,,,,,,2024-12-11T15:52:05.818697+00:00
1imeaxib0Kc,2024-12-11T02:42:25.662003+00:00,,,,,,,,,,,,,,,,,,TravelinTrav,,,,,,2024-12-11T02:42:25.662003+00:00
fbCeQeo8kAc,2024-12-11T14:46:48.978721+00:00,#afterlife,", ",#afterlifemusic,",",,,,,,,,,,,,,,Simple Truth: Afterlife & Rebirths,,,,,,2024-12-11T15:08:10.463332+00:00
giZk6ESDt9o,2024-12-11T17:49:22.32073+00:00,,,,,,,,,,,,,,,,,,Pearls Before Swine ,#biblicalwisdom, ,#jesusatthecentreofitall,,,2024-12-11T17:49:22.32073+00:00
PtktKBO6mIc,2024-12-12T09:46:49.288483+00:00,,,,,,,,,,,,,,,,,,Oh Come Oh Come Emmanuel,,,,,,2024-12-16T01:08:27.950794+00:00
nFCfoeoX7vU,2024-12-12T16:26:00.130651+00:00,,,,,,,,,,,,,,,,,,True Authority,,,,,,2024-12-12T16:26:00.130651+00:00
9nTBZtX12HY,2024-12-12T16:36:33.429538+00:00,,,,,,,,,,,,,,,,,,Loop Pedal Old Landmark,,,,,,2024-12-12T16:36:33.429538+00:00
kFXiXMbXOA4,2024-12-12T16:46:41.440592+00:00,,,,,,,,,,,,,,,,,,"One Way, One Truth, One Life",,,,,,2024-12-12T16:46:41.440592+00:00
idY7JuNWXLU,2024-12-12T23:24:50.945031+00:00,,,,,,,,,,,,,,,,,,TravelinTrav,,,,,,2024-12-12T23:24:50.945031+00:00
2Fj7MScGa_A,2024-12-13T20:49:37.014711+00:00,,,,,,,,,,,,,,,,,,Sentinel Species,,,,,,2024-12-13T20:49:37.014711+00:00
N4MQ8s5NeJY,2024-12-13T21:50:55.199602+00:00,,,,,,,,,,,,,,,,,,TravelinTrav Guitar,,,,,,2024-12-13T21:50:55.199602+00:00
M8A-syKUDqo,2024-12-13T22:53:43.833498+00:00,,,,,,,,,,,,,,,,,,Labor & the Expression of Worth,,,,,,2024-12-13T22:53:43.833498+00:00
hxySUpn0mn4,2024-12-13T22:56:45.492645+00:00,,,,,,,,,,,,,,,,,,TravelinTrav Playlist,,,,,,2024-12-13T22:56:45.492645+00:00
HE8n1m-Urjo,2024-12-14T00:13:41.192581+00:00,,,,,,,,,,,,,,,,,,Honest With You,,,,,,2024-12-14T00:13:41.192581+00:00
LeHI_AC0blU,2024-12-14T01:24:53.438624+00:00,,,,,,,,,,,,,,,,,,Lydian Moment,,,,,,2024-12-14T01:24:53.438624+00:00
OT-04Gesjz0,2024-12-14T22:51:44.683704+00:00,,,,,,,,,,,,,,,,,,The light In You,,,,,,2024-12-14T22:51:44.683704+00:00
rFlO2KzoAOU,2024-12-16T18:33:43.373608+00:00,,,,,,,,,,,,,,,,,,Modes/Moods ,#guitar, ,#guitarlesson, ,#musictheory,2024-12-16T18:33:43.373608+00:00
WgZzoMmhK8s,2024-12-17T00:36:21.322665+00:00,#guitarlesson #musictheory #musictheorylessons,,,,,,,,,,,,,,,,,Modal Guitar lesson,,,,,,2024-12-17T00:36:21.322665+00:00
fSImz11cj9A,2024-12-17T21:20:40.060711+00:00,,,,,,,,,,,,,,,,,,Cockadoodledoo,,,,,,2024-12-17T21:20:40.060711+00:00
aoM8ylg5cnI,2024-12-18T03:41:42.507549+00:00,,,,,,,,,,,,,,,,,,Paleo Blues,,,,,,2024-12-18T03:41:42.507549+00:00
o1YVacCGOD4,2024-12-18T03:54:56.384348+00:00,,,,,,,,,,,,,,,,,,All Ye Who Labor,,,,,,2024-12-18T03:54:56.384348+00:00
_QynNaFXrWc,2024-12-18T03:56:42.728148+00:00,,,,,,,,,,,,,,,,,,Modal Music Theory,,,,,,2024-12-18T03:56:42.728148+00:00
weAeO7h6HLU,2024-12-18T19:27:05.172595+00:00,,,,,,,,,,,,,,,,,,TravelinTrav: Spirit Rise,,,,,,2024-12-18T19:27:05.172595+00:00
o6vnqa3RTVk,2024-12-19T11:48:19.34237+00:00,,,,,,,,,,,,,,,,,,God’s Jealousy,,,,,,2024-12-19T11:48:19.34237+00:00
Qaq6ScYi2EU,2024-12-19T13:41:57.73886+00:00,,,,,,,,,,,,,,,,,,Sing what you play,,,,,,2024-12-19T13:41:57.73886+00:00
60mOw_BToRA,2024-12-19T13:46:58.269175+00:00,,,,,,,,,,,,,,,,,,Strange Primates,,,,,,2024-12-19T13:46:58.269175+00:00
S139DckWEEM,2024-12-19T18:31:15.113042+00:00,,,,,,,,,,,,,,,,,,Authority Issues,,,,,,2024-12-19T18:31:15.113042+00:00
UeiPTGB1Xe0,2024-12-19T23:42:22.891207+00:00,,,,,,,,,,,,,,,,,,Strange Primates,,,,,,2024-12-19T23:42:22.891207+00:00
BDO3IQ3o2Hw,2024-12-24T04:30:21.179324+00:00,,,,,,,,,,,,,,,,,,Be Reborn,,,,,,2024-12-24T04:30:21.179324+00:00
crV4IVKdfcg,2024-12-24T15:39:29.296551+00:00,,,,,,,,,,,,,,,,,,Caravan: Duke Ellington,,,,,,2024-12-24T15:39:29.296551+00:00
xE9GdRpzRDM,2024-12-24T17:58:10.593797+00:00,,,,,,,,,,,,,,,,,,Time of Transition,,,,,,2024-12-24T17:58:10.593797+00:00
YDlu9FwwPHs,2024-12-24T19:07:17.628837+00:00,,,,,,,,,,,,,,,,,,E minor Loop,,,,,,2024-12-24T19:07:17.628837+00:00
sRLDN-Y_-Jo,2024-12-24T19:15:48.922614+00:00,,,,,,,,,,,,,,,,,,Time of Transition,,,,,,2024-12-24T19:15:48.922614+00:00
cagKCLb5onM,2024-12-24T19:19:33.583371+00:00,,,,,,,,,,,,,,,,,,Caravan,,,,,,2024-12-24T19:19:33.583371+00:00
euGMd4ImSzk,2024-12-24T19:24:38.734388+00:00,,,,,,,,,,,,,,,,,,Caravan,,,,,,2024-12-24T19:24:38.734388+00:00
J_zAmZGDTYc,2024-12-26T19:17:55.368688+00:00,,,,,,,,,,,,,,,,,,"Quantum, Christ, & Lydian Rites of Passage",,,,,,2024-12-26T19:17:55.368688+00:00
7HLfgQv8nlw,2024-12-26T19:23:32.736948+00:00,,,,,,,,,,,,,,,,,,Infinitely Small Lydian Christhood,,,,,,2024-12-26T19:23:32.736948+00:00
mPMdCiWSv4I,2024-12-26T22:51:53.827259+00:00,,,,,,,,,,,,,,,,,,Get Back Up ,#inspiration, ,#dontquit, ,#getbackup,2024-12-26T22:51:53.827259+00:00
x1rkCplMGMk,2024-12-26T23:00:43.720732+00:00,,,,,,,,,,,,,,,,,,Infinitely Small With Jesus,,,,,,2024-12-26T23:00:43.720732+00:00





