Video ID,Video Text Create Timestamp,Video Description Text Segments 1,Video Title Text Segments 1,Video Text Update Timestamp
y1K_wzIjYbw,2024-05-12T05:23:49.436583+00:00,,Thanks for tuning in!,2024-05-12T05:23:49.436583+00:00
iqLrNlw0-pY,2024-05-12T15:36:04.613083+00:00,,"1932, Brother Can You Spare a Dime?",2024-05-12T15:36:04.613083+00:00
_LslQTEpwmQ,2024-05-12T17:20:36.177674+00:00,,um-chet,2024-05-12T17:20:36.177674+00:00
hg5gRnFHDIE,2024-05-12T20:07:01.228692+00:00,,Happy Mother’s Day,2024-05-12T20:07:01.228692+00:00
tGdOT_gROVo,2024-05-12T20:14:11.029019+00:00,,TravelinTrav,2024-05-12T20:14:11.029019+00:00
g1eWobRZEOI,2024-05-14T13:11:28.528621+00:00,,,2024-05-14T13:11:28.528621+00:00
71wCMfVyL80,2024-05-12T22:17:57.874075+00:00,,Music As Play,2024-05-12T22:17:57.874075+00:00
uS-f97gpyEY,2024-05-12T22:33:37.067716+00:00,,TransRationalBlues,2024-05-12T22:33:37.067716+00:00
LA7O_3bzIMI,2024-05-12T23:46:08.027963+00:00,,Deeper Power,2024-05-12T23:46:08.027963+00:00
bnt_tDvpdL8,2024-05-12T23:53:23.694134+00:00,,Guitar Lessons,2024-05-12T23:53:23.694134+00:00
m5Jtk6dR9-E,2024-05-14T13:10:55.176005+00:00,,Jimi Hendrix & Empiricism: Are You experienced?,2024-05-14T13:10:55.176005+00:00
jWvdMWLRCOo,2024-05-14T21:48:21.41293+00:00,,TransRationalBlues,2024-05-14T21:48:21.41293+00:00
hVf7JihheXo,2024-05-15T14:46:38.700234+00:00,,,2024-05-15T14:46:38.700234+00:00
fznU3M3BAUE,2024-05-15T15:22:55.854342+00:00,,,2024-05-15T15:22:55.854342+00:00
ptDfDsZ-F20,2024-05-15T20:25:49.108825+00:00,,,2024-05-15T20:25:49.108825+00:00
fEuqk8bIe5g,2024-05-16T19:11:07.81346+00:00,,"Boomtec Ambio, Hipslingers, & Desert Flames",2024-05-16T19:13:09.735112+00:00
ip04423mf1U,2024-05-21T20:40:05.035848+00:00,,Trigger Warnings,2024-05-21T20:40:05.035848+00:00
VecqFL5jtVo,2024-05-31T16:39:49.53969+00:00,My cover of Working Class Hero,Working Class Hero: John Lennon Cover,2024-06-06T13:47:42.861328+00:00
RwFw0uAf4KU,2024-05-21T21:04:09.738193+00:00,,Trigger Warning part 1,2024-05-21T21:04:09.738193+00:00
Nod13hAJ1aU,2024-05-21T21:35:51.711244+00:00,,Trigger Warning part 2,2024-05-21T21:35:51.711244+00:00
2GpXZpgKmvg,2024-05-22T00:24:13.704593+00:00,,TriggerWarning part 3,2024-05-22T00:24:13.704593+00:00
3IfJqZUdlC4,2024-05-25T13:22:34.838387+00:00,,Blessings & Boundaries,2024-05-25T13:22:34.838387+00:00
GjkFcM2nXA0,2024-05-23T18:38:04.404838+00:00,,Making French Toast part 1,2024-05-23T18:38:04.404838+00:00
eX_RekCcMFQ,2024-05-23T19:43:53.907809+00:00,,Making French Toast part 2,2024-05-23T19:43:53.907809+00:00
SFwQ8U5yWJM,2024-05-23T20:26:48.72333+00:00,,Making French Toast part 3,2024-05-23T20:26:48.72333+00:00
vtVk9vZ9ctY,2024-05-24T18:38:02.666093+00:00,,Working With Witches,2024-05-24T18:38:02.666093+00:00
3SETcZcBfTE,2024-05-24T21:13:57.56584+00:00,,Robert Johnson,2024-05-24T21:13:57.56584+00:00
j29CRbR_AXg,2024-05-25T13:36:58.958277+00:00,,"Cutting Heads, 27 Club, & Competition",2024-05-25T13:36:58.958277+00:00
8QqqB0zuRS8,2024-11-16T19:20:26.598866+00:00,,Travelin Trav is live!,2024-11-16T19:20:26.598866+00:00
tdh4Obin5Jo,2024-05-26T16:37:51.289593+00:00,,Musical Devotion,2024-05-27T20:15:00.628884+00:00
L3ERjdwE6Fg,2024-05-31T16:25:19.467489+00:00,,Buddhism & The Blues,2024-05-31T16:25:19.467489+00:00
8G_r6fD8avE,2024-05-27T19:59:45.790461+00:00,,Buddhism & The Blues,2024-05-27T19:59:45.790461+00:00
E2BBGLPja4E,2024-05-28T19:33:30.775366+00:00,,"Love Me, Hate me, or…",2024-05-28T19:33:30.775366+00:00
DIxhHRcExVU,2024-05-29T14:34:13.788162+00:00,,self-deception,2024-05-29T14:34:13.788162+00:00
WwtIeRcia08,2024-06-14T15:20:51.814096+00:00,,Krishnamurti,2024-06-14T15:20:51.814096+00:00
qT2A8ITJCeI,2024-06-14T15:21:12.200909+00:00,,Pecos Wilderness,2024-06-14T15:21:12.200909+00:00
3ddGHpbUm0I,2024-06-14T15:22:58.987803+00:00,,"Trepans, Scientists, & Little White Mice",2024-06-14T15:22:58.987803+00:00
3cOHtvracpM,2024-06-14T15:21:47.778458+00:00,,Inflection Points: Eileen Workman,2024-06-14T15:21:47.778458+00:00
kt0KXOyObd0,2024-06-30T16:15:47.728809+00:00,,TravelinTravMusic,2024-06-30T16:15:47.728809+00:00
NBgKhzvVxmk,2024-10-07T12:44:44.640552+00:00,,TransRationalBlues,2024-10-07T12:44:44.640552+00:00
19wCQndWw_Q,2024-07-20T01:55:49.525072+00:00,,TransRationalBlues: Slaying Dragons,2024-07-20T01:55:49.525072+00:00
YZB42AJDW8Q,2024-10-07T12:46:31.276662+00:00,,Love Becomes You,2024-10-07T12:46:31.276662+00:00
aBtHV-HZaFw,2024-07-20T01:58:39.129376+00:00,,TransRationalBlues: Eye of the Hurricane,2024-07-20T01:58:39.129376+00:00
icA8T84f8Bs,2024-07-12T23:53:21.425206+00:00,,"In a Dark Time, Theodore Roethke",2024-07-12T23:53:21.425206+00:00
3UefQwZHlYQ,2024-07-19T17:14:26.979653+00:00,,Mutual Reverence,2024-07-19T17:14:26.979653+00:00
B5sI1ZAF9eI,2024-09-03T04:27:22.352864+00:00,,The Kingdom of Heaven,2024-09-03T04:27:22.352864+00:00
aHykmF5GnwQ,2024-09-03T17:18:15.24618+00:00,,TransRationalBlues: Bewildered in Anacortes,2024-09-03T17:18:15.24618+00:00
6tdmkZc0q9k,2024-09-03T18:04:05.581502+00:00,,L&tEoW,2024-09-03T18:04:05.581502+00:00
F6Hy4YvVKyg,2024-09-23T15:55:23.696969+00:00,,L&tEoW: Its From Bits,2024-09-23T15:55:23.696969+00:00
zSIlCuVxpDQ,2024-09-24T11:31:52.426948+00:00,,L&tEoW: The Light In You,2024-09-24T11:31:52.426948+00:00
jOhFL3L3wys,2024-09-25T02:00:22.010409+00:00,,L&tEoW,2024-09-25T02:00:22.010409+00:00
EvJnAUMRKhY,2024-09-25T01:59:59.434822+00:00,,L&tEoW,2024-09-25T01:59:59.434822+00:00
ts-PO9ogmb0,2024-09-25T02:38:06.351441+00:00,,L&tEoW,2024-09-25T02:38:06.351441+00:00
xai_2L4kh1I,2024-09-25T21:31:04.777458+00:00,,I Will Not Doubt In Darkness,2024-09-25T21:31:04.777458+00:00
shPiySaGKCA,2024-09-25T22:09:59.68284+00:00,,Miracle Of Love (We All Came Here Together),2024-09-25T22:10:13.304659+00:00
18iHX3bN814,2024-09-26T16:07:51.201426+00:00,,L&tEoW: At the Crossroads,2024-09-26T16:07:51.201426+00:00
72lEaDIB2R0,2024-09-27T00:45:30.950472+00:00,,L&tEoW: NoSwayNoHow,2024-09-27T00:45:30.950472+00:00
OJzdEsw4htA,2024-09-27T02:08:05.33034+00:00,,L&tEoW: As You Wish,2024-09-27T02:08:05.33034+00:00
p_T12WbouiU,2024-09-27T21:02:41.367652+00:00,,Whale Point Beach,2024-09-27T21:02:41.367652+00:00
ZdtzQiK8BNw,2024-09-28T19:43:44.983089+00:00,,L&tEoW,2024-09-28T19:43:44.983089+00:00
jx_NU3qy204,2024-10-01T15:22:31.2673+00:00,,Constitutional Oaths,2024-10-01T15:22:31.2673+00:00
ymojj62pLV8,2024-10-01T15:25:29.103266+00:00,,The Death of Liberalism,2024-10-01T15:25:29.103266+00:00
_bk4xzkSX3E,2024-10-01T15:51:07.75844+00:00,,Spiritual Jiu Jitsu,2024-10-01T15:51:07.75844+00:00
TrnnrtXAZh4,2024-10-01T20:41:07.844893+00:00,,Omniscience Explained Simply,2024-10-01T20:41:07.844893+00:00
gAcIVlZMuF0,2024-10-03T04:31:14.134424+00:00,,L&tEoW: Eye of the Hurricane,2024-10-03T04:31:14.134424+00:00
7BOBcVCJRf4,2024-10-03T04:53:22.839281+00:00,,L&tEoW: My Line of Work,2024-10-03T04:53:22.839281+00:00
j8SElon-bW8,2024-10-03T04:55:43.43364+00:00,,L&tEoW: My Line of Work,2024-10-03T04:55:43.43364+00:00
yOoUN3vUoBc,2024-10-03T06:23:54.803808+00:00,,TravelinTrav,2024-10-03T06:23:54.803808+00:00
PLwRofU1tGg,2024-10-03T06:25:16.68437+00:00,,TravelinTrav,2024-10-03T06:25:16.68437+00:00
WItOCq2dreA,2024-10-03T14:38:08.944928+00:00,,L&tEoW: Thank You,2024-10-03T14:38:08.944928+00:00
GgwMuJViOas,2024-10-03T15:53:39.055445+00:00,,L&tEoW: We Are Born Again,2024-10-03T15:53:39.055445+00:00
LgX_HvOj0TI,2024-10-03T16:22:27.453827+00:00,,L&tEoW: Left For Dead,2024-10-03T16:22:27.453827+00:00
w_2ndVMjGbQ,2024-10-03T21:07:53.705339+00:00,,"L&tEoW: St Augustine, James Baldwin, & The Enneagram",2024-10-03T21:07:53.705339+00:00
TRY6VmvvXSI,2024-10-03T22:38:01.505729+00:00,,L&tEoW: TransRationalBlues,2024-10-03T22:38:01.505729+00:00
x9t37a9XwJo,2024-10-03T23:11:38.195953+00:00,,L&tEoW: Holy Spirit,2024-10-03T23:11:38.195953+00:00
ycH-yZT59XU,2024-10-04T15:30:12.244768+00:00,,"James Baldwin, St. Augustine, & Confession",2024-10-04T15:30:12.244768+00:00
WOI8g3lVDZ4,2024-10-04T15:32:34.8923+00:00,,Man of Constant Sorrow,2024-10-04T15:32:34.8923+00:00
CvdVt1ykJlA,2024-10-04T15:35:06.10379+00:00,,Man of Constant Sorrow,2024-10-04T15:35:06.10379+00:00
L7-I7vMd4MI,2024-10-04T15:37:07.785147+00:00,,Man of Constant Sorrow,2024-10-04T15:37:07.785147+00:00
3EJq47hdNsc,2024-10-04T15:39:15.349172+00:00,,Dissolving Trauma Bonds,2024-10-04T15:39:15.349172+00:00
FoawS1_F33Y,2024-10-04T20:31:10.622515+00:00,,Life’s Work,2024-10-04T20:31:10.622515+00:00
i1KLS3p9meY,2024-10-05T13:18:35.879638+00:00,,ReComposing Our Sacred Text,2024-10-05T13:18:35.879638+00:00
FtwbwF0_tbY,2024-10-05T14:41:38.850388+00:00,,What Is Wrong With You? Foundational Questions,2024-10-05T14:41:38.850388+00:00
TYZht93E0oI,2024-10-05T15:12:43.267441+00:00,,Autobiographical Composition: Jason Breed,2024-10-05T15:12:43.267441+00:00
KAkgE7PxuPA,2024-10-05T16:14:23.555591+00:00,,"Jesus, Manifest Destiny, & Wetiko Spirit",2024-10-05T16:14:23.555591+00:00
Yji8s0_LpTM,2024-10-05T17:22:53.889888+00:00,,L&tEoW: First Things First,2024-10-05T17:24:52.544746+00:00
uNibkxigD0g,2024-10-05T18:32:11.003058+00:00,,Being Re-Membered with Jesus,2024-10-05T18:32:11.003058+00:00
EtrBGpflMmA,2024-10-05T19:16:31.995288+00:00,,"L&tEoW: I’m Prescient, Baby",2024-10-05T19:16:31.995288+00:00
9xQ4V9mDp0c,2024-10-05T20:01:31.59202+00:00,,L&tEoW: Christ Initiation,2024-10-05T20:01:31.59202+00:00
0zW92Kuu86c,2024-10-06T05:42:42.679138+00:00,,L&tEoW: First Things First,2024-10-06T05:42:42.679138+00:00
OZU-1arg1jw,2024-10-06T13:18:12.48738+00:00,,L&tEoW: First Things First,2024-10-06T14:58:46.733134+00:00
qrKQOHCCgHo,2024-10-06T14:38:48.75019+00:00,,L&tEoW: Jazz School,2024-10-06T14:38:48.75019+00:00
c8iTru2zhVw,2024-10-06T14:47:27.95057+00:00,,L&tEoW: Scales & Arpeggios,2024-10-06T14:47:27.95057+00:00
VV3fOX5Mb28,2024-10-06T14:49:17.268041+00:00,,L&tEoW: Stories of Woe,2024-10-06T14:49:17.268041+00:00
g_-CK7FUIa8,2024-10-06T14:50:22.279486+00:00,,L&tEoW: Guitar Lessons,2024-10-06T14:50:22.279486+00:00
o_TI1Evy4L8,2024-10-06T14:52:55.856295+00:00,,L&tEoW: Autumn Leaves,2024-10-06T14:52:55.856295+00:00
GQQHD6WWC28,2024-10-06T14:55:39.460407+00:00,,L&tEoW: Autumn Leaves Part2,2024-10-06T14:55:39.460407+00:00
hFZOFYDlyJI,2024-10-07T11:45:38.250396+00:00,,"Jesus, Jung, & Stories",2024-10-07T11:45:38.250396+00:00
sMFOZHYFCJQ,2024-10-08T13:07:34.982016+00:00,,Morgan Freeman’s Attention,2024-10-08T13:07:34.982016+00:00
ActuXh04JMM,2024-10-08T17:11:51.848022+00:00,,L&tEoW: To Be Perceived,2024-10-08T17:11:51.848022+00:00
v9CXjUpAcUs,2024-10-09T00:14:30.20311+00:00,,L&tEoW: Interpersonal Intelligence,2024-10-09T00:14:30.20311+00:00
p3Avey5OhUk,2024-10-09T00:15:09.48483+00:00,,"L&tEoW: Honesty, Intimacy, & The Christ",2024-10-09T00:15:09.48483+00:00
CmOG46olpOU,2024-10-09T11:21:46.596529+00:00,,L&tEoW: Perennial Wisdom,2024-10-09T11:21:46.596529+00:00
i9oduh7oC1E,2024-10-09T21:57:04.1797+00:00,,L&tEoW: Auto Insurance Cancelled for Homelessness,2024-10-09T21:57:04.1797+00:00
xE9WzFr_RTI,2024-10-10T20:02:53.108099+00:00,,L&tEoW: Lover of the Word,2024-10-10T20:02:53.108099+00:00
kHkVM7j5ths,2024-10-11T14:29:12.667726+00:00,,"L&tEoW: Kirbie Greene, Rat Crossings & Ravings of a Madman",2024-10-11T14:29:12.667726+00:00
k0Ivv-_alrc,2024-10-13T05:55:48.132131+00:00,,L&tEoW: New Old Friends,2024-10-13T05:55:48.132131+00:00
NBfiK4YJwjU,2024-10-13T08:12:09.008034+00:00,,L&tEoW: Stage Performance & Love of Audience,2024-10-13T08:12:09.008034+00:00
N4CQepvhwFA,2024-10-13T20:15:33.916713+00:00,,L&tEoW: Scales & Arpeggios,2024-10-13T20:15:33.916713+00:00
j3Cs6WSBFoU,2024-10-14T18:58:13.552125+00:00,,L&tEoW: God’s Jealousy,2024-10-14T18:58:13.552125+00:00
YVRLnlKr4BQ,2024-10-14T19:08:42.328193+00:00,,L&tEoW: Fell Through Me,2024-10-14T19:08:42.328193+00:00
EsB_rqSaxc0,2024-10-14T20:04:12.597453+00:00,,L&tEoW: Dear Grace,2024-10-14T20:04:12.597453+00:00
SOd6tYStcGs,2024-10-14T21:57:54.476224+00:00,,L&tEoW: Beyond the Tidal Pool,2024-10-14T21:57:54.476224+00:00
3-aDoiHbFxs,2024-10-15T00:28:02.175942+00:00,,L&tEoW: Sacrifice,2024-10-15T00:28:02.175942+00:00
oP2AyiszWCQ,2024-10-15T02:37:54.085179+00:00,Credit Carla VanBlake Terwilliger,You Are Welcome In This Place (Carla VanBlake Terwilliger),2024-10-15T22:10:51.113635+00:00
dJd10AcsEQQ,2024-10-15T22:03:34.789955+00:00,,L&tEoW: Cain & Abel,2024-10-15T22:03:34.789955+00:00
GgSrIxX9GKY,2024-10-15T22:05:51.780487+00:00,,L&tEoW: Montage Music at Mike’s,2024-10-15T22:05:51.780487+00:00
HXei4nO-tu0,2024-10-15T23:18:50.716088+00:00,,TravelinTrav,2024-10-15T23:18:50.716088+00:00
gjBjttZohj0,2024-10-16T00:23:05.795178+00:00,,TravelinTrav,2024-10-16T00:23:05.795178+00:00
MMmnbhlfGWo,2024-10-16T15:20:04.380273+00:00,,L&tEoW: you are Welcome In This Place,2024-10-16T15:20:04.380273+00:00





