Video ID,Video Text Create Timestamp,Video Description Text Segments 1,Video Description Text Segments 2,Video Description Text Segments 3,Video Description Text Segments 4,Video Description Text Segments 5,Video Description Text Segments 6,Video Description Text Segments 7,Video Description Text Segments 8,Video Description Text Segments 9,Video Description Text Segments 10,Video Description Text Segments 11,Video Description Text Segments 12,Video Description Text Segments 13,Video Description Text Segments 14,Video Description Text Segments 15,Video Description Text Segments 16,Video Description Text Segments 17,Video Description Text Segments 18,Video Description Text Segments 19,Video Description Text Segments 20,Video Description Text Segments 21,Video Description Text Segments 22,Video Description Text Segments 23,Video Description Text Segments 24,Video Description Text Segments 25,Video Description Text Segments 26,Video Description Text Segments 27,Video Description Text Segments 28,Video Description Text Segments 29,Video Description Text Segments 30,Video Description Text Segments 31,Video Description Text Segments 32,Video Description Text Segments 33,Video Description Text Segments 34,Video Description Text Segments 35,Video Description Text Segments 36,Video Description Text Segments 37,Video Description Text Segments 38,Video Description Text Segments 39,Video Description Text Segments 40,Video Description Text Segments 41,Video Description Text Segments 42,Video Title Text Segments 1,Video Text Update Timestamp
INy0Lh3STOs,2020-12-01T22:07:43.324781+00:00,"I am not this man who suffers
I am not this false-self
who is desperate for attention
I am not the one who trembles with fear
I am not the one who is afraid of dying
I am not the one who runs from silence
I am not the one who is hungry
I am not the one who is broken

I am not the one who believes himself to be separate

I am not this man who suffers
For that man seems to be passing away
that one who desperately clings to the hope
of some kind of recognition
that even if he got 
would not be enough to satisfy his hunger

I am not the one who trembles with in fear
I am not the one who longs for your approval
I am not the one who cringes at rejection
I am not the one who never got enough attention

I am
I AM
I Am

I am the One who observes all of that insanity
And deeper still
I am the One who cannot even see that insanity
I am Love
I am the One who understands
that none of that suffering ever was
I am the risen One
I am Love manifest in this world
I am Truth
I am Light
I am Innocent
and untouched 
by everything that seems to have happened before",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meditation: I am not this man who suffers,2023-08-11T13:25:20.846888+00:00
9m31DYeauI4,2020-12-02T19:46:18.842763+00:00,"I rest in God
I invite you to rest with me now
I invite you into the heart of peace
I invite you into the heart of stillness
that core of stillness
that heart which calls us back 
to our own insanity
that which would restore us in peace
I rest in God today
with you, my friend
We are together
We are not alone
find refuge in my voice
if you will
for my voice speaks with the heart of love
My voice has been resurrected
by the power of love
Holy Spirit speaks to us of home
our Holy Spirit speaks to us
of where we came from
and truly
where we have never left
We are one with each other
in the Heart of God
I rest in God today, my friend
and I invite you into this sanctuary
A Rivendell
That place where the fellowship rested
before moving forward
a place of safety
a place of refuge
I rest today with you
my friend
and I invite you
I invite you into deeper communion
I invite you into the sanctity of Love
I invite you to know yourself as the sacred
I invite you to know yourself as the one who forgives
I invite you to know yourself as love
Yes
I rest in God today
And I invite you today, my friend
into this refuge with me
He who dwells in the secret place 
of the most high
He shall live in the secret place of the most high
The most High
and the deepest
the lion and the lamb
the mind of Christ
he who demands nothing
He who forgives all
I invite you into my heart of love
I invite you into this place where there is no judgment
no opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meditation: An Invitation to Rest in God,2023-08-11T03:11:08.542137+00:00
56dKmmkbZNQ,2020-12-02T12:52:20.646931+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Mumia -- Have Black Lives Ever Mattered? -- Mumia Abu-Jamal --Social Justice,2023-08-11T08:32:09.484869+00:00
jSS-BNwph4c,2020-12-02T22:23:28.904328+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parable of the Seed Meditation, Self Realization,",2023-08-10T13:38:00.91733+00:00
C8WjqEPnItk,2020-12-04T17:47:13.16716+00:00,"0:00 - A dance with madness
2:00 - Acknowledging Daniel
3:44 - Social media data gathering
5:18 - Integrating the Christ Story
8:00 - What is money?
9:04 - Higher states of consciousness
11:32 - The death of the rockstar
13:11 - Narrative collapse--degradation of self
15:31 - The rational mind sees through the bullshit
16:20 - Daniel's intentional dissolution of certainty
19:00 - Are you fighting yourself?
20:53 - Acknowledging meaninglessness
24:00 - Science of subjective experience
25:00 - Transrational
27:00 - what is my intention?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniel Schmachtenberger, Sensemaking, What is informed? rational thought: a stage of consciousness",2023-08-10T10:54:00.724271+00:00
PINkcSUQluo,2020-12-04T23:15:48.958515+00:00,"0:00 -  Becoming a source of help
2:25 - Becoming a parody of ourselves
3:12 - Creating problems for ourselves
4:25 - returning to our practice
5:22 - this makes me uncomfortable
6:34 - Certitude or doubt?
9:13 - Drama occupies the egoic mind
10:07 - There is no problem
10:59 - Why did the Christ have disciples?
13:15 - decision making mind
15:05 - who is this one who cries for help?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"There is no struggle, right? remembering the truth. there's only one Self here.",2023-08-11T11:20:00.018157+00:00
8njdC8IB2bk,2020-12-05T16:37:13.315174+00:00,"0:00 - Do I have choice?
1:00 - Do I choose Love?
2:11 - The Answer
3:30 - The story of One Awakening in the individual
5:44 - What can be added to the realization of the One?
6:15 - Who is the Authority?
7:37 - Who am I?
8:08 - We see through the illusion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albert Camus, Suicide, why not kill your self? One Self, Awakening, A Course In Miracles, God is",2023-08-11T12:41:06.811571+00:00
FpsxCLBrpxM,2020-12-05T20:15:08.825934+00:00,"0:00 - What is Awakening?
1:40 - Who wakes up?
2:14 - What is forgiveness?
3:45 - What is Shadow work?
5:27 - Impermanence meditation
7:15 - I am not the one who suffers
7:57 - Who are you? are you your shadow?
9:11 - The Quantum realm
10:53 - Passing through form with forgiveness
12:03 - transcending the rational mind
14:00 - Expanding/evolving consciousness
15:04 - All forms point to the All
15:55 - Education as a tool for awakening
17:10 - How can we help one another?
18:05 - The root of all suffering
18:52 - decision-making-mind
19:51 - Science of the subjective experience
20:40 - Healing the wounded inner-child
21:30 - It was for freedom's sake...
22:28 - the parable of the seed
23:30 - Answering the call to Love",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shadow Work, healing the wounded inner-child, Impermanence meditation, ACIM, rational ascension,",2023-08-10T18:03:25.96313+00:00
ehdkyZaugMQ,2020-12-07T19:44:46.164973+00:00,"0:00 - The Limit of metaphors and images
4:17 - Leaving the god of our culture
6:11 - Hegelian Dialectic
8:03 - Occam's Razor--The One
13:35 - Dissolution of false-self
15:08 - The suffering of fundamentalism
16:54 - One Awakening/One Teacher
20:54 - Addiction to self--the only addiction
21:50 - External blame--9/11
23:42 - Internal blame--suicide
24:45 - unforgiveness = suffering
26:05 - Would you rather be right or happy?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abandoning the god of our culture,2023-08-10T07:50:24.088131+00:00
b5KjanCf9D0,2020-12-07T22:50:41.126898+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thanks to my subscribers,2023-08-10T15:48:17.903824+00:00
7M-X1bbqtD4,2020-12-08T17:30:13.222821+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It Don't Mean a Thing (Ellington/Mills 1932),2023-08-10T14:14:52.264663+00:00
MflnZ29qv_g,2020-12-08T17:57:22.544414+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Love and Loss (David Bowen and Travis Erwin),2023-08-10T17:38:23.115785+00:00
ii6ZbW6EEt4,2020-12-08T18:49:44.53432+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obla Di (Beatles Cover),2023-08-10T23:29:12.189275+00:00
FYe7e_X3SKU,2020-12-08T19:10:22.554822+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I Want to Know (Woody Guthrie Cover),2023-08-10T23:16:00.589279+00:00
n6gUmMEHlmg,2021-12-01T05:24:52.235785+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What We Need,2023-08-09T18:33:59.508264+00:00
9f5O45wI_9k,2020-12-09T21:58:47.632584+00:00,"0:00 - silent communication
1:10 - man begins to speak
1:49 - man begins to make a point
2:42 - The One Problem
4:30 - is progress a real thing?
6:00 - There is no self-improvement
6:44 - I like you",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Self Improvement, Recovering from an ego trip, Is progress a real thing",2023-08-09T22:31:31.541268+00:00
 -kA8wMd89Zw,2020-12-10T05:54:13.206379+00:00,"0:00 - Why do we renounce?
1:17 - indulgence and renunciation
2:54 - gluttons of renunciation
3:45 - The story of the addict
4:52 - The inner teacher
6:32 - The one renunciation
7:40 - To know one's true Self
10:01 - Renouncing renunciation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gluttons of Renunciation,2023-08-10T06:56:34.087592+00:00
aUltPULqkJ4,2020-12-11T14:45:26.736973+00:00,"0:00 - Introduction
1:14 - Where were you when...?
2:13 - Jingoism
4:35 - Building 7
6:05 - Leaving the conspiracy behind
7:21 - Governments lie
8:09 - Why do we need conspiracy theories?
10:45 - Narrative: the source of suffering
12:45 - Free to love
14:20 - Sensemaking
15:17 - Making a sound argument
16:45 - The root of suffering
18:00 - 9/11: what we missed
20:15 - How to clarify our actions
20:55 - Who created this false-world?
21:57 - What is my intention? Joining the mystical and rational
23:15 - transcending the rational",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9/11: Forgiving the Terrorist in Ourselves, Joining mystical and rational mind, Building 7, Jingoism",2023-08-10T06:24:53.616276+00:00
c8t5BI75Src,2020-12-11T18:58:48.665386+00:00,"0:00 - Introduction
2:03 - The Cross: A trauma Story
3:32 - Siddhartha Guatama
4:50 - How afraid am I?
7:04 - Authorities
8:07 - Gandhi, MLK, Mandela, and others
11:58 -  The Big Picture
13:45 - The Warnings
15:23 - Naked and Afraid
17:10 - Nobility, Courage, Fearlessness
18:51 - An Image of Fearlessness
19:55 - A Course In Miracles
23:47 - Knowing the Violence Within
25:00 - Medicine Journey
27:30 - Transcending Fear
30:07 - Asking for Help
32:34 - How to see through Fear",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fear of death,2023-08-10T03:48:12.990279+00:00
hqoBapnsTRg,2020-12-31T21:17:53.543607+00:00,"suffering man sings: (Every little thing...every little thing I do)

The One who forgives:  I forgive this man that I see

suffering man sings: (Every little thing...every little thing I do)

The One who forgives: It is my only function. It is all there is really left to do. I watch this man who sometimes seems to suffer.

I watch him struggle with his ego, and I forgive him. I am the One who forgives. 

And as I forgive this man who seems to suffer, there is a peace that comes in this being.

I am the One who forgives. I am not this man who suffers. I am not this man who struggles. I am the One who forgives this man in all his humanness. I am the One who forgives this frail body. I am the One who forgives you. And who are you? You are not that one who suffers, are you? You are the One who forgives me...No! You are the One who forgives this man who suffers. 

Yes. We are One. Do you see? We are the One who forgives. We are the One who walks in Joy. We are Love.

I want to be a holy man; carry Love inside of me. I want to be a holy man. Forgiveness set me free.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-11T07:01:52.868139+00:00
oYrmY16DqZk,2020-12-12T16:13:53.215011+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denver train station,2023-08-11T04:29:31.859048+00:00
xSbe7_B9JyI,2020-12-12T17:10:05.784158+00:00,"I had a teacher once who told me that I did not have to sit for hours at a time in order for meditation to be effective. Just one, two, three breaths. Can you find your attention for three simple breaths?

Can you give your attention to the breath as if your breath were God? Give your breath the attention that you might give if the Great Soul came and sat right next to you.

Feel every sensation as if it were speaking to you the great mysteries of the Universe.

Do not be afraid of the Silence. Just a few breaths.

Breathing in. Breathing out. There are no distractions. Everything that seems to be a distraction is just a reminder of who you really are; the One who observes the distractions; and deeper still, the One who forgives the distractions; and deeper still, the One who knows no distractions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meditation: Just Three Breaths,2023-08-10T07:58:21.732963+00:00
hRLjmfTOZfw,2021-11-26T15:56:36.768785+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right Where I Need to Be,2023-08-09T20:25:24.533868+00:00
sr6kPL8wPlc,2020-12-15T16:31:22.005034+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meditation: Comparisons, Jealousy, Our True Nature",2023-08-10T10:16:54.379564+00:00
PAkBOHq3H-Y,2020-12-21T16:04:46.86796+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questioning (s)elf-Improvement,2023-08-11T07:50:37.173918+00:00
zXW4O2cVIoc,2020-12-21T20:18:36.99924+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brother Can You Spare a Dime? Yip Harburg,2024-05-13T13:32:43.3399+00:00
oE_4V8A93Pk,2020-12-22T20:50:59.241043+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How To Be a Ridiculous Failure (Part 2),2023-08-10T14:02:44.917881+00:00
cAXkNrqD2Cg,2020-12-22T20:51:13.685537+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How To Be a Ridiculous Failure (Part 3),2023-08-09T18:38:57.636017+00:00
UVHdj3EWhdk,2020-12-22T21:22:09.445674+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Physics Work Song, Distance x Newton = work",2023-08-10T00:06:57.606436+00:00
NoOwxSxp_Ro,2021-12-01T05:16:16.327677+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How To Be a Ridiculous Failure Part 1of 5,2023-08-11T11:25:12.074312+00:00
idsAVKbrZlo,2020-12-28T22:23:40.520764+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spirit rise up from the people,2023-08-10T15:41:19.861295+00:00
e9Xt81P5e3w,2021-11-26T15:49:47.653977+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanctuary at Great Little House Productions,2023-08-11T01:17:43.773333+00:00
T5ChpzOJk_4,2020-12-29T02:16:34.816097+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shook Me Out and Rolled Me,2023-08-09T20:25:14.805979+00:00
eA-uU8rMd5k,2020-12-29T20:08:09.971492+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spirit Rise Up,2023-08-09T16:29:47.34866+00:00
mbteiJxL8gs,2020-12-31T15:58:35.514484+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Friendship is medicine, Dig It",2023-08-10T20:48:07.0595+00:00
U9fDNpUgcbo,2020-12-31T16:50:56.48455+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kundalini Rising, What You Seek Is Fire",2023-08-09T17:45:11.197573+00:00
WypnSs816-A,2020-12-31T20:40:59.696706+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jitterbug Waltz (Fats Waller),2023-08-11T07:39:20.754277+00:00
669ybCKxJpM,2021-01-01T07:15:45.858667+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav & Olivia #1 Let Life Do the Livin',2023-08-11T05:15:50.415386+00:00
VgN_E1fwhJI,2021-01-03T03:00:56.783177+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stella By Starlight, Victor Young 1944",2023-08-11T05:55:44.181767+00:00
sXecyEdIB_k,2021-01-05T20:57:09.901315+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Travelin' Trav & Olivia #2, The map is not the terrain, sound in space, Ken Wilber, sensemaking",2023-08-10T16:15:26.012986+00:00
84Rl8kfWBnU,2021-01-26T23:57:35.379288+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Till This Is Over,2023-08-11T01:55:49.872569+00:00
T2ih3RIVQpw,2021-01-08T12:26:51.067413+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Travelin' Trav & Olivia #3, I AM ME, First Contact",2023-08-09T18:06:55.361452+00:00
wZYi3sCK7ZA,2021-01-08T20:23:44.968114+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Travelin Trav & Olivia #3, I AM Me + First Contact",2023-08-10T12:34:00.952478+00:00
fW6NeGlUJII,2021-01-13T10:03:52.805829+00:00,"0:00 introduction
00:44 Olivia offers healing
1:03 our voices tremble",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav & Olivia #4,2023-08-11T10:45:27.553089+00:00
wKGWs-us4Ko,2021-01-21T00:58:37.064981+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Travelin' Trav & Olivia #5: Invisible Realms and Utopian Visions,2023-08-11T04:31:33.558493+00:00
B-dIAz2mWvM,2021-01-24T16:40:08.847413+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,God's Jealousy,2023-08-10T16:05:03.306587+00:00
lb94IxZTon4,2021-11-26T15:44:56.91353+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Light in You,2023-08-11T11:02:40.447278+00:00
_AutoazImq8,2021-01-31T20:14:24.759845+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the Light In You (2nd draft),2023-08-10T17:38:39.385853+00:00
5U9jg94IgQQ,2021-02-02T18:48:43.08976+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Light In You (Draft 3),2023-08-11T07:21:54.989867+00:00
vz0r4YXJU88,2021-02-10T16:55:13.084048+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pony Creek Trio KTQM 99.9 Clovis, New Mexico",2023-08-10T07:21:43.827858+00:00
