Video ID,Video Recording Altitude,Video Recording Latitude,Video Recording Longitude
GjkFcM2nXA0,0,0,0
9W60vfn2Zfs,0,0,0
eX_RekCcMFQ,0,0,0
SFwQ8U5yWJM,0,0,0
HU7YiBezqP4,0,0,0
vtVk9vZ9ctY,0,0,0
3SETcZcBfTE,0,0,0
j29CRbR_AXg,0,0,0
8QqqB0zuRS8,0,0,0
nnLl7gfRjA8,0,0,0
cwaB0iddfcI,0,0,0
tdh4Obin5Jo,0,0,0
L3ERjdwE6Fg,0,0,0
8G_r6fD8avE,0,0,0
E2BBGLPja4E,0,0,0
DIxhHRcExVU,0,0,0
IHZ-AlOwGHo,0,0,0
WwtIeRcia08,0,0,0
fiYqq4rE5LI,0,0,0
_aXbpCfXLkc,0,0,0
9GRBd_4Qock,0,0,0
nAZcs4Xy7NQ,0,0,0
dI8t0OFZ4Ok,0,0,0
qT2A8ITJCeI,0,0,0
77gtDj60eTg,0,0,0
LRiMD1kRxXI,0,0,0
Vg_EYKAQIRU,0,0,0
3ddGHpbUm0I,0,0,0
3cOHtvracpM,0,0,0
fTn9E-RSQOU,0,0,0
kt0KXOyObd0,0,0,0
NBgKhzvVxmk,0,0,0
19wCQndWw_Q,0,0,0
YZB42AJDW8Q,0,0,0
aBtHV-HZaFw,0,0,0
icA8T84f8Bs,0,0,0
u8tiYRaheMI,0,0,0
3UefQwZHlYQ,0,0,0
SJwvkqM65Gs,0,0,0
CiJr71x04Rs,0,0,0
qiIzhBRTYRA,0,0,0
lPVYVhn--GI,0,0,0
B5sI1ZAF9eI,0,0,0
aHykmF5GnwQ,0,0,0
6tdmkZc0q9k,0,0,0
 -ECHsmEK8iw,0,0,0
9j7ySJqrrk4,0,0,0
F6Hy4YvVKyg,0,0,0
zSIlCuVxpDQ,0,0,0
jOhFL3L3wys,0,0,0
EvJnAUMRKhY,0,0,0
ts-PO9ogmb0,0,0,0
xai_2L4kh1I,0,0,0
shPiySaGKCA,0,0,0
18iHX3bN814,0,0,0
72lEaDIB2R0,0,0,0
OJzdEsw4htA,0,0,0
0UY4jZcAyX8,0,0,0
R0DaQIvNr7I,0,0,0
p_T12WbouiU,0,0,0
ZdtzQiK8BNw,0,0,0
KvKuqfYRSHE,0,0,0
xlHV790BTvA,0,0,0
jx_NU3qy204,0,0,0
ymojj62pLV8,0,0,0
_bk4xzkSX3E,0,0,0
qmUKUuC0bgM,0,0,0
SdCY1rwgMNo,0,0,0
TrnnrtXAZh4,0,0,0
gAcIVlZMuF0,0,0,0
7BOBcVCJRf4,0,0,0
j8SElon-bW8,0,0,0
yOoUN3vUoBc,0,0,0
PLwRofU1tGg,0,0,0
WItOCq2dreA,0,0,0
GgwMuJViOas,0,0,0
LgX_HvOj0TI,0,0,0
w_2ndVMjGbQ,0,0,0
TRY6VmvvXSI,0,0,0
x9t37a9XwJo,0,0,0
ycH-yZT59XU,0,0,0
WOI8g3lVDZ4,0,0,0
CvdVt1ykJlA,0,0,0
L7-I7vMd4MI,0,0,0
3EJq47hdNsc,0,0,0
FoawS1_F33Y,0,0,0
i1KLS3p9meY,0,0,0
FtwbwF0_tbY,0,0,0
TYZht93E0oI,0,0,0
KAkgE7PxuPA,0,0,0
Yji8s0_LpTM,0,0,0
uNibkxigD0g,0,0,0
EtrBGpflMmA,0,0,0
9xQ4V9mDp0c,0,0,0
0zW92Kuu86c,0,0,0
OZU-1arg1jw,0,0,0
qrKQOHCCgHo,0,0,0
c8iTru2zhVw,0,0,0
VV3fOX5Mb28,0,0,0
g_-CK7FUIa8,0,0,0
o_TI1Evy4L8,0,0,0
GQQHD6WWC28,0,0,0
hFZOFYDlyJI,0,0,0
sMFOZHYFCJQ,0,0,0
ActuXh04JMM,0,0,0
v9CXjUpAcUs,0,0,0
p3Avey5OhUk,0,0,0
CmOG46olpOU,0,0,0
i9oduh7oC1E,0,0,0
xE9WzFr_RTI,0,0,0
kHkVM7j5ths,0,0,0
k0Ivv-_alrc,0,0,0
NBfiK4YJwjU,0,0,0
N4CQepvhwFA,0,0,0
j3Cs6WSBFoU,0,0,0
YVRLnlKr4BQ,0,0,0
EsB_rqSaxc0,0,0,0
SOd6tYStcGs,0,0,0
3-aDoiHbFxs,0,0,0
oP2AyiszWCQ,0,0,0
dJd10AcsEQQ,0,0,0
GgSrIxX9GKY,0,0,0
HXei4nO-tu0,0,0,0
gjBjttZohj0,0,0,0
MMmnbhlfGWo,0,0,0





